"","Chromosome","Position","Strand","OriginalValue","Rank","Value"
"3627","chromosome",1298271,"-",0.922,3627,0.921999156
"3628","chromosome",1413359,"+",0.922,3628,0.921999156
"3629","chromosome",1936055,"+",0.9219,3629,0.9218991562
"3630","chromosome",3134572,"+",0.9219,3630,0.9218991562
"3631","chromosome",3906574,"+",0.9219,3631,0.9218991562
"3632","chromosome",31442,"+",0.9218,3632,0.9217991564
"3633","chromosome",1003363,"+",0.9218,3633,0.9217991564
"3634","chromosome",36586,"+",0.9217,3634,0.9216991566
"3635","chromosome",2227486,"-",0.9217,3635,0.9216991566
"3636","chromosome",2670905,"-",0.9217,3636,0.9216991566
"3637","chromosome",2777515,"+",0.9217,3637,0.9216991566
"3638","chromosome",3065733,"+",0.9217,3638,0.9216991566
"3639","chromosome",5432530,"+",0.9217,3639,0.9216991566
"3640","chromosome",1099229,"+",0.9216,3640,0.9215991568
"3641","chromosome",1629109,"-",0.9216,3641,0.9215991568
"3642","chromosome",2404885,"+",0.9216,3642,0.9215991568
"3643","chromosome",2592132,"+",0.9216,3643,0.9215991568
"3644","chromosome",2698249,"-",0.9216,3644,0.9215991568
"3645","chromosome",3745025,"+",0.9216,3645,0.9215991568
"3646","chromosome",3818199,"-",0.9216,3646,0.9215991568
"3647","chromosome",4270940,"+",0.9216,3647,0.9215991568
"3648","chromosome",4277686,"-",0.9216,3648,0.9215991568
"3649","chromosome",4382152,"-",0.9216,3649,0.9215991568
"3650","chromosome",5902212,"+",0.9216,3650,0.9215991568
"3651","chromosome",259646,"+",0.9215,3651,0.921499157
"3652","chromosome",2087098,"+",0.9215,3652,0.921499157
"3653","chromosome",5596228,"-",0.9215,3653,0.921499157
"3654","chromosome",1016202,"+",0.9214,3654,0.9213991572
"3655","chromosome",1541427,"+",0.9214,3655,0.9213991572
"3656","chromosome",1669828,"-",0.9214,3656,0.9213991572
"3657","chromosome",3545769,"+",0.9214,3657,0.9213991572
"3658","chromosome",4017158,"-",0.9214,3658,0.9213991572
"3659","chromosome",5662980,"-",0.9214,3659,0.9213991572
"3660","chromosome",1196708,"-",0.9213,3660,0.9212991574
"3661","chromosome",1447632,"-",0.9213,3661,0.9212991574
"3662","chromosome",1901893,"+",0.9213,3662,0.9212991574
"3663","chromosome",2629179,"+",0.9213,3663,0.9212991574
"3664","chromosome",2919169,"+",0.9213,3664,0.9212991574
"3665","chromosome",3539262,"+",0.9213,3665,0.9212991574
"3666","chromosome",3547801,"-",0.9213,3666,0.9212991574
"3667","chromosome",3933678,"+",0.9213,3667,0.9212991574
"3668","chromosome",4326320,"+",0.9213,3668,0.9212991574
"3669","chromosome",4365662,"-",0.9213,3669,0.9212991574
"3670","chromosome",4367562,"-",0.9213,3670,0.9212991574
"3671","chromosome",4452678,"-",0.9213,3671,0.9212991574
"3672","chromosome",5062475,"+",0.9213,3672,0.9212991574
"3673","chromosome",5537817,"-",0.9213,3673,0.9212991574
"3674","large.plasmid",72148,"-",0.9213,3674,0.9212991574
"3675","large.plasmid",86851,"+",0.9212,3675,0.9211991576
"3676","chromosome",127368,"+",0.9211,3676,0.9210991578
"3677","chromosome",476957,"+",0.9211,3677,0.9210991578
"3678","chromosome",2278314,"+",0.9211,3678,0.9210991578
"3679","chromosome",2432339,"-",0.9211,3679,0.9210991578
"3680","chromosome",2478070,"+",0.9211,3680,0.9210991578
"3681","chromosome",2785486,"+",0.9211,3681,0.9210991578
"3682","chromosome",2799679,"+",0.9211,3682,0.9210991578
"3683","chromosome",2878255,"+",0.9211,3683,0.9210991578
"3684","chromosome",3554142,"-",0.9211,3684,0.9210991578
"3685","chromosome",5657400,"+",0.9211,3685,0.9210991578
"3686","chromosome",1922907,"-",0.9209,3686,0.9208991582
"3687","chromosome",3510353,"-",0.9209,3687,0.9208991582
"3688","chromosome",3830196,"+",0.9209,3688,0.9208991582
"3689","chromosome",3883776,"+",0.9209,3689,0.9208991582
"3690","chromosome",3934474,"-",0.9209,3690,0.9208991582
"3691","chromosome",4095470,"-",0.9209,3691,0.9208991582
"3692","chromosome",4450808,"-",0.9209,3692,0.9208991582
"3693","chromosome",4856525,"+",0.9209,3693,0.9208991582
"3694","chromosome",5051916,"-",0.9209,3694,0.9208991582
"3695","chromosome",5735220,"-",0.9209,3695,0.9208991582
"3696","chromosome",5838334,"+",0.9209,3696,0.9208991582
"3697","chromosome",5865651,"-",0.9209,3697,0.9208991582
"3698","chromosome",5563054,"-",0.9208,3698,0.9207991584
"3699","chromosome",5885503,"+",0.9208,3699,0.9207991584
"3700","chromosome",3466324,"-",0.9207,3700,0.9206991586
"3701","chromosome",3883786,"-",0.9207,3701,0.9206991586
"3702","chromosome",830853,"+",0.9206,3702,0.9205991588
"3703","chromosome",1034889,"+",0.9206,3703,0.9205991588
"3704","chromosome",1387153,"+",0.9206,3704,0.9205991588
"3705","chromosome",1531038,"+",0.9206,3705,0.9205991588
"3706","chromosome",2226083,"+",0.9206,3706,0.9205991588
"3707","chromosome",2548931,"+",0.9206,3707,0.9205991588
"3708","chromosome",2879959,"-",0.9206,3708,0.9205991588
"3709","chromosome",3459340,"+",0.9206,3709,0.9205991588
"3710","chromosome",5432529,"+",0.9206,3710,0.9205991588
"3711","chromosome",5604739,"-",0.9206,3711,0.9205991588
"3712","chromosome",177279,"+",0.9205,3712,0.920499159
"3713","chromosome",391960,"+",0.9205,3713,0.920499159
"3714","chromosome",527636,"-",0.9205,3714,0.920499159
"3715","chromosome",1075768,"-",0.9205,3715,0.920499159
"3716","chromosome",1286350,"-",0.9205,3716,0.920499159
"3717","chromosome",1566406,"-",0.9205,3717,0.920499159
"3718","chromosome",2761120,"+",0.9205,3718,0.920499159
"3719","chromosome",3052169,"-",0.9205,3719,0.920499159
"3720","chromosome",3846972,"-",0.9205,3720,0.920499159
"3721","chromosome",4594990,"+",0.9205,3721,0.920499159
"3722","large.plasmid",1192,"+",0.9205,3722,0.920499159
"3723","chromosome",504750,"-",0.9204,3723,0.9203991592
"3724","chromosome",2851073,"-",0.9204,3724,0.9203991592
"3725","chromosome",2901441,"-",0.9204,3725,0.9203991592
"3726","chromosome",4424817,"-",0.9204,3726,0.9203991592
"3727","chromosome",771245,"+",0.9203,3727,0.9202991594
"3728","chromosome",1584451,"+",0.9203,3728,0.9202991594
"3729","chromosome",2012418,"-",0.9203,3729,0.9202991594
"3730","chromosome",3833198,"-",0.9203,3730,0.9202991594
"3731","chromosome",4629649,"+",0.9203,3731,0.9202991594
"3732","chromosome",4744354,"+",0.9203,3732,0.9202991594
"3733","chromosome",5864561,"+",0.9203,3733,0.9202991594
"3734","chromosome",55046,"+",0.9202,3734,0.9201991596
"3735","chromosome",1062907,"-",0.9202,3735,0.9201991596
"3736","chromosome",1552666,"+",0.9202,3736,0.9201991596
"3737","chromosome",3483836,"-",0.9202,3737,0.9201991596
"3738","chromosome",535792,"+",0.92,3738,0.91999916
"3739","chromosome",653453,"-",0.92,3739,0.91999916
"3740","chromosome",2043306,"-",0.92,3740,0.91999916
"3741","chromosome",2903900,"-",0.92,3741,0.91999916
"3742","chromosome",3338880,"+",0.92,3742,0.91999916
"3743","chromosome",3548815,"+",0.92,3743,0.91999916
"3744","chromosome",4824115,"+",0.92,3744,0.91999916
"3745","chromosome",4954596,"-",0.92,3745,0.91999916
"3746","chromosome",5378125,"+",0.92,3746,0.91999916
"3747","chromosome",5785669,"-",0.92,3747,0.91999916
"3748","chromosome",242149,"+",0.9198,3748,0.9197991604
"3749","chromosome",1031117,"+",0.9198,3749,0.9197991604
"3750","chromosome",3323725,"-",0.9198,3750,0.9197991604
"3751","chromosome",4465833,"+",0.9198,3751,0.9197991604
"3752","chromosome",4788623,"-",0.9198,3752,0.9197991604
"3753","chromosome",4838597,"-",0.9198,3753,0.9197991604
"3754","chromosome",5262650,"+",0.9198,3754,0.9197991604
"3755","chromosome",5563382,"-",0.9198,3755,0.9197991604
"3756","chromosome",388214,"-",0.9197,3756,0.9196991606
"3757","chromosome",1906716,"-",0.9197,3757,0.9196991606
"3758","chromosome",2790023,"+",0.9197,3758,0.9196991606
"3759","chromosome",3220523,"-",0.9197,3759,0.9196991606
"3760","chromosome",4515419,"-",0.9197,3760,0.9196991606
"3761","chromosome",5016400,"-",0.9197,3761,0.9196991606
"3762","chromosome",5374282,"+",0.9197,3762,0.9196991606
"3763","chromosome",1916430,"-",0.9196,3763,0.9195991608
"3764","chromosome",2358490,"-",0.9196,3764,0.9195991608
"3765","chromosome",2941817,"+",0.9196,3765,0.9195991608
"3766","chromosome",3067728,"+",0.9196,3766,0.9195991608
"3767","chromosome",5390000,"-",0.9196,3767,0.9195991608
"3768","chromosome",1076953,"+",0.9195,3768,0.919499161
"3769","chromosome",1558244,"+",0.9195,3769,0.919499161
"3770","chromosome",1842699,"-",0.9195,3770,0.919499161
"3771","chromosome",2158920,"-",0.9195,3771,0.919499161
"3772","chromosome",5904654,"-",0.9195,3772,0.919499161
"3773","chromosome",1773118,"-",0.9194,3773,0.9193991612
"3774","chromosome",2802083,"-",0.9194,3774,0.9193991612
"3775","chromosome",2884916,"+",0.9194,3775,0.9193991612
"3776","chromosome",3934088,"-",0.9194,3776,0.9193991612
"3777","chromosome",4087742,"+",0.9194,3777,0.9193991612
"3778","chromosome",5100594,"-",0.9194,3778,0.9193991612
"3779","chromosome",380182,"+",0.9193,3779,0.9192991614
"3780","chromosome",1962785,"+",0.9193,3780,0.9192991614
"3781","chromosome",2452846,"+",0.9193,3781,0.9192991614
"3782","chromosome",3365669,"+",0.9193,3782,0.9192991614
"3783","chromosome",5888368,"-",0.9193,3783,0.9192991614
"3784","chromosome",2242262,"-",0.9192,3784,0.9191991616
"3785","chromosome",3934090,"-",0.9192,3785,0.9191991616
"3786","chromosome",850570,"+",0.9191,3786,0.9190991618
"3787","chromosome",1350198,"-",0.9191,3787,0.9190991618
"3788","chromosome",2267764,"-",0.9191,3788,0.9190991618
"3789","chromosome",3039103,"+",0.9191,3789,0.9190991618
"3790","chromosome",3661962,"-",0.9191,3790,0.9190991618
"3791","chromosome",3863268,"-",0.9191,3791,0.9190991618
"3792","chromosome",4157427,"+",0.9191,3792,0.9190991618
"3793","chromosome",5846246,"+",0.9191,3793,0.9190991618
"3794","chromosome",5103622,"-",0.919,3794,0.918999162
"3795","chromosome",1129189,"+",0.9189,3795,0.9188991622
"3796","chromosome",1394131,"+",0.9189,3796,0.9188991622
"3797","chromosome",1500124,"+",0.9189,3797,0.9188991622
"3798","chromosome",1984618,"+",0.9189,3798,0.9188991622
"3799","chromosome",2048371,"+",0.9189,3799,0.9188991622
"3800","chromosome",2212588,"-",0.9189,3800,0.9188991622
"3801","chromosome",3155218,"+",0.9189,3801,0.9188991622
"3802","chromosome",3309222,"+",0.9189,3802,0.9188991622
"3803","chromosome",3376639,"+",0.9189,3803,0.9188991622
"3804","chromosome",3466314,"+",0.9189,3804,0.9188991622
"3805","chromosome",3698954,"-",0.9189,3805,0.9188991622
"3806","chromosome",4536962,"-",0.9189,3806,0.9188991622
"3807","chromosome",5701813,"+",0.9189,3807,0.9188991622
"3808","chromosome",5709514,"+",0.9189,3808,0.9188991622
"3809","chromosome",5725154,"+",0.9189,3809,0.9188991622
"3810","chromosome",1359757,"+",0.9188,3810,0.9187991624
"3811","chromosome",4487068,"-",0.9188,3811,0.9187991624
"3812","chromosome",5520447,"-",0.9188,3812,0.9187991624
"3813","chromosome",2782831,"-",0.9187,3813,0.9186991626
"3814","chromosome",5695268,"+",0.9187,3814,0.9186991626
"3815","large.plasmid",8027,"+",0.9187,3815,0.9186991626
"3816","chromosome",1481317,"+",0.9186,3816,0.9185991628
"3817","chromosome",2816774,"-",0.9186,3817,0.9185991628
"3818","chromosome",5057992,"-",0.9186,3818,0.9185991628
"3819","chromosome",361822,"+",0.9185,3819,0.918499163
"3820","chromosome",1546432,"-",0.9185,3820,0.918499163
"3821","chromosome",1830636,"+",0.9185,3821,0.918499163
"3822","chromosome",2380245,"+",0.9185,3822,0.918499163
"3823","chromosome",4098632,"-",0.9185,3823,0.918499163
"3824","chromosome",4568771,"+",0.9185,3824,0.918499163
"3825","chromosome",4814006,"+",0.9185,3825,0.918499163
"3826","chromosome",4938046,"+",0.9185,3826,0.918499163
"3827","chromosome",5829976,"-",0.9185,3827,0.918499163
"3828","chromosome",1715908,"+",0.9184,3828,0.9183991632
"3829","chromosome",3367824,"+",0.9184,3829,0.9183991632
"3830","chromosome",3369849,"-",0.9184,3830,0.9183991632
"3831","chromosome",5063579,"+",0.9184,3831,0.9183991632
"3832","small.plasmid",39166,"+",0.9184,3832,0.9183991632
"3833","chromosome",519060,"+",0.9182,3833,0.9181991636
"3834","chromosome",1346118,"+",0.9182,3834,0.9181991636
"3835","chromosome",1479141,"+",0.9182,3835,0.9181991636
"3836","chromosome",1491431,"-",0.9182,3836,0.9181991636
"3837","chromosome",1531048,"-",0.9182,3837,0.9181991636
"3838","chromosome",2750074,"+",0.9182,3838,0.9181991636
"3839","chromosome",2906872,"+",0.9182,3839,0.9181991636
"3840","chromosome",3312213,"-",0.9182,3840,0.9181991636
"3841","chromosome",3392872,"+",0.9182,3841,0.9181991636
"3842","chromosome",3650411,"-",0.9182,3842,0.9181991636
"3843","chromosome",5274957,"+",0.9182,3843,0.9181991636
"3844","chromosome",1661174,"+",0.9181,3844,0.9180991638
"3845","chromosome",1759235,"-",0.9181,3845,0.9180991638
"3846","chromosome",1954052,"+",0.9181,3846,0.9180991638
"3847","chromosome",3877316,"-",0.9181,3847,0.9180991638
"3848","chromosome",4137934,"+",0.9181,3848,0.9180991638
"3849","chromosome",4150164,"+",0.9181,3849,0.9180991638
"3850","chromosome",5017615,"-",0.9181,3850,0.9180991638
"3851","chromosome",418959,"-",0.918,3851,0.917999164
"3852","chromosome",1309162,"-",0.918,3852,0.917999164
"3853","chromosome",2237201,"+",0.918,3853,0.917999164
"3854","chromosome",2588253,"-",0.918,3854,0.917999164
"3855","chromosome",2965222,"+",0.918,3855,0.917999164
"3856","chromosome",3544536,"-",0.918,3856,0.917999164
"3857","chromosome",162883,"+",0.9179,3857,0.9178991642
"3858","chromosome",1233105,"-",0.9179,3858,0.9178991642
"3859","chromosome",2534438,"+",0.9179,3859,0.9178991642
"3860","chromosome",3070133,"+",0.9179,3860,0.9178991642
"3861","chromosome",3696107,"+",0.9179,3861,0.9178991642
"3862","chromosome",4347078,"+",0.9179,3862,0.9178991642
"3863","chromosome",4830349,"-",0.9179,3863,0.9178991642
"3864","chromosome",1899885,"+",0.9178,3864,0.9177991644
"3865","chromosome",1953120,"-",0.9178,3865,0.9177991644
"3866","chromosome",3605600,"-",0.9178,3866,0.9177991644
"3867","chromosome",4375002,"-",0.9178,3867,0.9177991644
"3868","chromosome",5121393,"-",0.9178,3868,0.9177991644
"3869","chromosome",5832961,"-",0.9178,3869,0.9177991644
"3870","chromosome",5563278,"-",0.9177,3870,0.9176991646
"3871","chromosome",5897035,"+",0.9177,3871,0.9176991646
"3872","large.plasmid",44425,"-",0.9177,3872,0.9176991646
"3873","chromosome",967619,"-",0.9176,3873,0.9175991648
"3874","chromosome",1631625,"-",0.9176,3874,0.9175991648
"3875","chromosome",2219296,"+",0.9176,3875,0.9175991648
"3876","chromosome",2371990,"+",0.9176,3876,0.9175991648
"3877","chromosome",2805448,"-",0.9176,3877,0.9175991648
"3878","chromosome",5142519,"-",0.9176,3878,0.9175991648
"3879","chromosome",5520437,"+",0.9176,3879,0.9175991648
"3880","chromosome",73586,"-",0.9175,3880,0.917499165
"3881","chromosome",1772620,"-",0.9175,3881,0.917499165
"3882","chromosome",2211688,"+",0.9175,3882,0.917499165
"3883","chromosome",3282897,"-",0.9175,3883,0.917499165
"3884","chromosome",5806960,"-",0.9175,3884,0.917499165
"3885","chromosome",83415,"+",0.9174,3885,0.9173991652
"3886","chromosome",480367,"+",0.9174,3886,0.9173991652
"3887","chromosome",560820,"-",0.9174,3887,0.9173991652
"3888","chromosome",1073415,"+",0.9174,3888,0.9173991652
"3889","chromosome",2586070,"+",0.9174,3889,0.9173991652
"3890","chromosome",3825706,"-",0.9174,3890,0.9173991652
"3891","chromosome",5122929,"+",0.9174,3891,0.9173991652
"3892","chromosome",2189593,"-",0.9173,3892,0.9172991654
"3893","chromosome",2460471,"-",0.9173,3893,0.9172991654
"3894","chromosome",2742963,"+",0.9173,3894,0.9172991654
"3895","chromosome",3157530,"+",0.9173,3895,0.9172991654
"3896","chromosome",3470854,"-",0.9173,3896,0.9172991654
"3897","chromosome",4088237,"+",0.9173,3897,0.9172991654
"3898","chromosome",4853619,"-",0.9173,3898,0.9172991654
"3899","chromosome",5825273,"+",0.9173,3899,0.9172991654
"3900","chromosome",1149502,"+",0.9172,3900,0.9171991656
"3901","chromosome",2056621,"-",0.9172,3901,0.9171991656
"3902","chromosome",3700667,"-",0.9172,3902,0.9171991656
"3903","chromosome",4002770,"+",0.9172,3903,0.9171991656
"3904","chromosome",4056500,"-",0.9172,3904,0.9171991656
"3905","chromosome",4577216,"-",0.9172,3905,0.9171991656
"3906","chromosome",4745530,"-",0.9172,3906,0.9171991656
"3907","chromosome",5852306,"+",0.9172,3907,0.9171991656
"3908","chromosome",5867612,"-",0.9172,3908,0.9171991656
"3909","chromosome",185108,"-",0.9171,3909,0.9170991658
"3910","chromosome",327224,"-",0.9171,3910,0.9170991658
"3911","chromosome",83700,"+",0.9167,3911,0.9166991666
"3912","chromosome",103524,"-",0.9167,3912,0.9166991666
"3913","chromosome",165324,"+",0.9167,3913,0.9166991666
"3914","chromosome",377760,"-",0.9167,3914,0.9166991666
"3915","chromosome",644980,"+",0.9167,3915,0.9166991666
"3916","chromosome",690704,"+",0.9167,3916,0.9166991666
"3917","chromosome",746092,"-",0.9167,3917,0.9166991666
"3918","chromosome",984866,"-",0.9167,3918,0.9166991666
"3919","chromosome",2032626,"+",0.9167,3919,0.9166991666
"3920","chromosome",2073056,"+",0.9167,3920,0.9166991666
"3921","chromosome",2144556,"+",0.9167,3921,0.9166991666
"3922","chromosome",2397954,"+",0.9167,3922,0.9166991666
"3923","chromosome",2592088,"+",0.9167,3923,0.9166991666
"3924","chromosome",2699726,"+",0.9167,3924,0.9166991666
"3925","chromosome",3001778,"-",0.9167,3925,0.9166991666
"3926","chromosome",3254586,"+",0.9167,3926,0.9166991666
"3927","chromosome",3342750,"+",0.9167,3927,0.9166991666
"3928","chromosome",3705570,"-",0.9167,3928,0.9166991666
"3929","chromosome",3811532,"-",0.9167,3929,0.9166991666
"3930","chromosome",3950679,"-",0.9167,3930,0.9166991666
"3931","chromosome",3993870,"+",0.9167,3931,0.9166991666
"3932","chromosome",4191718,"+",0.9167,3932,0.9166991666
"3933","chromosome",4661133,"-",0.9167,3933,0.9166991666
"3934","chromosome",5001530,"+",0.9167,3934,0.9166991666
"3935","chromosome",5330049,"+",0.9167,3935,0.9166991666
"3936","chromosome",5387161,"-",0.9167,3936,0.9166991666
"3937","chromosome",5548048,"+",0.9167,3937,0.9166991666
"3938","chromosome",5807347,"-",0.9167,3938,0.9166991666
"3939","chromosome",5836546,"-",0.9167,3939,0.9166991666
"3940","small.plasmid",386,"-",0.9167,3940,0.9166991666
"3941","chromosome",1949344,"-",0.9162,3941,0.9161991676
"3942","chromosome",3354093,"+",0.9162,3942,0.9161991676
"3943","chromosome",3926633,"-",0.9162,3943,0.9161991676
"3944","chromosome",4020012,"-",0.9162,3944,0.9161991676
"3945","chromosome",4122935,"-",0.9162,3945,0.9161991676
"3946","chromosome",4209030,"-",0.9162,3946,0.9161991676
"3947","chromosome",2122636,"-",0.9161,3947,0.9160991678
"3948","chromosome",2446557,"-",0.9161,3948,0.9160991678
"3949","chromosome",3481519,"-",0.9161,3949,0.9160991678
"3950","chromosome",4285936,"-",0.9161,3950,0.9160991678
"3951","chromosome",5056191,"-",0.9161,3951,0.9160991678
"3952","chromosome",635408,"+",0.916,3952,0.915999168
"3953","chromosome",1522806,"-",0.916,3953,0.915999168
"3954","chromosome",3181635,"+",0.916,3954,0.915999168
"3955","chromosome",3779836,"-",0.916,3955,0.915999168
"3956","chromosome",3864252,"-",0.916,3956,0.915999168
"3957","chromosome",3963839,"-",0.916,3957,0.915999168
"3958","chromosome",4593642,"-",0.916,3958,0.915999168
"3959","chromosome",5111000,"+",0.916,3959,0.915999168
"3960","chromosome",5773947,"-",0.916,3960,0.915999168
"3961","chromosome",1742343,"+",0.9159,3961,0.9158991682
"3962","chromosome",1979194,"+",0.9159,3962,0.9158991682
"3963","chromosome",3093575,"+",0.9159,3963,0.9158991682
"3964","chromosome",3840273,"-",0.9159,3964,0.9158991682
"3965","chromosome",4990493,"+",0.9159,3965,0.9158991682
